true_text,pred_text
แล้วก็น่าจะให้เป็นการสรุป,ก็น่าจะให้เป็นการสรุป
แล้วก็ถ้าสมมุติaotgaได้,ขอท่าสมมติอดจำได้
การคัดเลือกก็น่าจะเข้าเริ่มบริการในประมาณกลางปีหน้า,ทั้งเอื้อก็น่าจะเข้าเรื่องบริการในประมาณกลางปีหน้านี้
นี่ก็เป็น timeline,ก็เป็นตามหลักเข้าข่าย
คร่าวๆ,ก็ชอบตุ๋น
แต่ทั้งนี้ทั้งนั้นก็ต้องเป็นผ่านการประมวลนะครับ,ถ้ามี งั้น ก็ ต้อง เป็น อาการ ประมูล นะ ครับ
ต่อมานะครับ ตัว asia 24,ประมาณ นะครับ ตัว hs24 เนี่ย
จะสร้างรายได้ให้กับทริพเพิลไอเป็นอย่างไรบ้างครับ,เราจะให้กับที่บ้านปิดอย่างไรบ้างครับ
เหลือแค่นาทีเดียวนะครับ,เท่านั้นทีเดียวนะครับ ออกจาก
อาจจะเป็น 3,เป็นฝากกฎหมาย
ตัวสุดท้ายแล้วกันนะครับ,ฮาลุกำลังครับ
asia 24,เจอ จน นิ่ง ฟู เนี่ย
ก็เป็นส่วนที่เราอยู่ในกําไร,เพราะเป็นส่วนที่เราอยู่ในกำไร
ของที่ไปโลจิสติกส์นะครับ,ของ เอ่อ ที่ บาย โลจิสติกส์ นะ ครับ
ในส่วนของรายได้จะไม่เยอะ,ส่วน ของ ราย ได้ จะ ไม่ เยอะ เพราะ
เพราะว่า,ว่า
ในภาพรวมนึกว่าส่วนที่เป็นโลจิสติกส์แล้วกันเนี่ย,ภาพรูม นึก ว่า ส่วน ที่ เป็น โลจิสติกส์ ละ กัน เนี่ย
เราดูที่กําไรเพราะว่ารายได้จากประชากรรายข้างต้นเค้าดีมาก,เราดูที่กำไรเพราะว่ารายได้จะไม่ได้แต่ก่อนหน้าทั้งต้นก็ดีมาก
เฉพาะกําไรขั้นต้นของเค้าประมาณหกเปอร์เซ็นต์ในส่วนโลจิสติกส์,แต่ว่ากำแพงต้นของเขาประมาณหกเปอร์เซ็นต์มีส่วนโลจิสติกส์
